dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
7/12-5 (Ula North),Aker BP ASA,Production is unlikely,OIL,7/12-5,North sea,,,1981,,PRODUCTION LICENSE,019,44978,,299,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44978,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44978
7/7-2 BRYNHILD,Lundin Norway AS,Producing,OIL,7/7-2,North sea,BRYNHILD,11.11.2011,1992,,PRODUCTION LICENSE,148,44984,21123063,1868,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44984,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21123063
7/8-3 (Krabbe),,Production is unlikely,OIL,7/8-3,North sea,,,1983,,,,44990,,28,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44990,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44990
7019/1-1,Eni Norge AS,Production is unlikely,GAS,7019/1-1,Barents sea,,,2000,,PRODUCTION LICENSE,201,1340799,,4145,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340799,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=1340799
7119/12-3,Lundin Norway AS,Production is unlikely,GAS,7119/12-3,Barents sea,,,1983,,PRODUCTION LICENSE,766,44996,,17,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44996,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=44996
7120/1-2,Lundin Norway AS,Production is unlikely,OIL,7120/1-2,Barents sea,,,1989,,PRODUCTION LICENSE,902,3000739,,1366,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3000739,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=3000739
7120/12-2 (Alke Sør),Eni Norge AS,"Production likely, but unclarified",GAS,7120/12-2,Barents sea,,,1981,,PRODUCTION LICENSE,489,45002,,122,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45002,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45002
7120/1-3 (Gohta),Lundin Norway AS,"Production likely, but unclarified",OIL/GAS,7120/1-3,Barents sea,,,2013,,PRODUCTION LICENSE,492,23761885,,7210,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23761885,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23761885
7120/2-3 S (Skalle),Lundin Norway AS,Production is unlikely,GAS,7120/2-3 S,Barents sea,,,2011,,PRODUCTION LICENSE,902,20485020,,6592,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20485020,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20485020
7121/4-1 SNØHVIT,Statoil Petroleum AS,Producing,OIL/GAS,7121/4-1,Barents sea,SNØHVIT,07.03.2002,1984,,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45038,2053062,135,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45038,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
7121/5-2 (Snøhvit Beta),Statoil Petroleum AS,Production not evaluated,OIL/GAS,7121/5-2,Barents sea,,,1986,,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45050,,907,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45050,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45050
7122/6-1 (Tornerose),Statoil Petroleum AS,Production in clarification phase,GAS/CONDENSATE,7122/6-1,Barents sea,,,1987,,PRODUCTION LICENSE,110 B,45068,,1140,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45068,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45068
7122/7-1 GOLIAT,Eni Norge AS,Producing,OIL/GAS,7122/7-1,Barents sea,GOLIAT,18.06.2009,2000,,PRODUCTION LICENSE,229,1340775,5774394,4173,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340775,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5774394
7124/3-1 (Bamse),Eni Norge AS,Production is unlikely,OIL/GAS,7124/3-1,Barents sea,,,1987,,PRODUCTION LICENSE,806,45074,,1066,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45074,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45074
7125/1-1 (Binne),Eni Norge AS,Production is unlikely,OIL,7125/1-1,Barents sea,,,1988,,PRODUCTION LICENSE,806,4055254,,1350,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4055254,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4055254
7125/4-1 (Nucula),Statoil Petroleum AS,Production is unlikely,OIL/GAS,7125/4-1,Barents sea,,,2007,,PRODUCTION LICENSE,393,4445929,,5450,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4445929,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4445929
7128/4-1 (Omd Vest),,Production is unlikely,OIL/GAS,7128/4-1,Barents sea,,,1994,,,,45080,,2049,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45080,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45080
7130/4-1,Lundin Norway AS,Production is unlikely,GAS,7130/4-1,Barents sea,,,2016,,PRODUCTION LICENSE,708,27395608,,7788,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=27395608,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=27395608
7219/12-1 (Filicudi),Lundin Norway AS,Production not evaluated,OIL/GAS,7219/12-1,Barents sea,,,2017,,PRODUCTION LICENSE,533,29346456,,8024,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=29346456,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=29346456
7219/8-2 (Iskrystall),Statoil Petroleum AS,Production is unlikely,GAS,7219/8-2,Barents sea,,,2013,,PRODUCTION LICENSE,608,23762803,,7225,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23762803,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23762803
7220/10-1 (Salina),Lundin Norway AS,Production is unlikely,GAS,7220/10-1,Barents sea,,,2012,,PRODUCTION LICENSE,533,22468264,,7015,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=22468264,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=22468264
7220/11-1 (Alta),Lundin Norway AS,"Production likely, but unclarified",OIL/GAS,7220/11-1,Barents sea,,,2014,,PRODUCTION LICENSE,609,25288497,,7503,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=25288497,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=25288497
7220/2-1 (Isfjell),Statoil Petroleum AS,Production is unlikely,GAS,7220/2-1,Barents sea,,,2014,,PRODUCTION LICENSE,714,25165539,,7558,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=25165539,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=25165539
7220/4-1 (Kramsnø),Statoil Petroleum AS,Production is unlikely,GAS,7220/4-1,Barents sea,,,2014,,PRODUCTION LICENSE,532,24567434,,7307,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24567434,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24567434
7220/5-2 (Nunatak),Statoil Petroleum AS,Production is unlikely,GAS,7220/5-2,Barents sea,,,2013,,PRODUCTION LICENSE,532,23411997,,7166,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23411997,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23411997
7220/6-2 R,Lundin Norway AS,Production not evaluated,OIL/GAS,7220/6-2 R,Barents sea,,,2016,,PRODUCTION LICENSE,609,28608758,,8026,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=28608758,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=28608758
7220/7-2 S (Skavl),Statoil Petroleum AS,Production is unlikely,OIL/GAS,7220/7-2 S,Barents sea,,,2013,,PRODUCTION LICENSE,532,23873319,,7252,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23873319,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23873319
7220/8-1 JOHAN CASTBERG,Statoil Petroleum AS,Production in clarification phase,OIL/GAS,7220/8-1,Barents sea,,,2011,,PRODUCTION LICENSE,532,20441001,,6484,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20441001,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20441001
7222/11-1 (Caurus),Aker BP ASA,Production is unlikely,GAS,7222/11-1,Barents sea,,,2008,,PRODUCTION LICENSE,659,5081995,,5916,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5081995,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5081995
7222/11-2 (Langlitinden),Aker BP ASA,Production is unlikely,OIL,7222/11-2,Barents sea,,,2014,,PRODUCTION LICENSE,659,24612286,,7317,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24612286,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24612286
7222/6-1 S (Obesum),,Production is unlikely,OIL/GAS,7222/6-1 S,Barents sea,,,2008,,,,4972681,,5755,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972681,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=4972681
7223/5-1,,Production is unlikely,GAS,7223/5-1,Barents sea,,,2009,,,,18400160,,5960,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18400160,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=18400160
7224/6-1 (Arenaria),,Production is unlikely,GAS,7224/6-1,Barents sea,,,2008,,,,5010074,,5835,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010074,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5010074
7225/3-1 (Norvarg),,Production is unlikely,GAS,7225/3-1,Barents sea,,,2011,,,,20499790,,6587,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=20499790,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=20499790
7226/11-1,,Production is unlikely,GAS,7226/11-1,Barents sea,,,1988,,,,45086,,1177,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45086,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45086
7226/2-1 (Ververis),,Production is unlikely,GAS,7226/2-1,Barents sea,,,2008,,,,5010034,,5807,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5010034,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=5010034
7228/7-1 (Pandora),,Production is unlikely,OIL/GAS,7228/7-1 A,Barents sea,,,2001,,,,1630384,,4257,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630384,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=1630384
7316/5-1,,Production is unlikely,GAS,7316/5-1,Barents sea,,,1992,,,,45092,,1987,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45092,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=45092
7319/12-1 (Pingvin),Statoil Petroleum AS,Production is unlikely,GAS,7319/12-1,Barents sea,,,2014,,PRODUCTION LICENSE,713,25143600,,7555,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=25143600,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=25143600
7324/8-1 (Wisting),OMV (Norge) AS,"Production likely, but unclarified",OIL,7324/8-1,Barents sea,,,2013,,PRODUCTION LICENSE,537,23761893,,7221,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=23761893,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=23761893
7324/9-1 (Mercury),Statoil Petroleum AS,Production is unlikely,GAS,7324/9-1,Barents sea,,,2014,,PRODUCTION LICENSE,614,24700566,,7527,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24700566,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24700566
7325/1-1 (Atlantis),Statoil Petroleum AS,Production is unlikely,GAS,7325/1-1,Barents sea,,,2014,,PRODUCTION LICENSE,615,24689817,,7501,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=24689817,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=24689817
8/10-4 S ODA,Centrica Resources (Norge) AS,Decided for production,OIL,8/10-4 S,North sea,,,2011,,PRODUCTION LICENSE,405,21118177,,6630,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21118177,http://gis.npd.no/factmaps/html_21/?run=DiscoveryByNPDID&NPDID=21118177
9/2-1 YME,Repsol Norge AS,Shut down,OIL,9/2-1,North sea,YME,06.01.1995,1987,,PRODUCTION LICENSE,316,45098,43807,1038,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45098,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
